"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2005","2005",40.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2007","2007",41.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2008","2008",42.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2009","2009",42.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2010","2010",42.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2011","2011",42.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2012","2012",43.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2013","2013",43.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2014","2014",44.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2015","2015",45.3,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2016","2016",45.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CAN","Canada","2017","2017",46.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2001","2001",55.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2003","2003",57.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2005","2005",55.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2007","2007",56.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2008","2008",56.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2009","2009",57.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2010","2010",58.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2011","2011",58.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2012","2012",58,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2013","2013",60.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2014","2014",60.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2015","2015",59.5,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2016","2016",60.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CAN","Canada","2017","2017",60.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2001","2001",48.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2003","2003",49.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2005","2005",48.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2007","2007",49.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2008","2008",49.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2009","2009",50,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2010","2010",50.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2011","2011",50.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2012","2012",50.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2013","2013",52.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2014","2014",52.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2015","2015",52.4,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2016","2016",53.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CAN","Canada","2017","2017",53.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CZE","Czech Republic","2002","2002",46.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CZE","Czech Republic","2008","2008",47.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","CZE","Czech Republic","2014","2014",48.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CZE","Czech Republic","2002","2002",55.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CZE","Czech Republic","2008","2008",63.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","CZE","Czech Republic","2014","2014",63.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CZE","Czech Republic","2002","2002",51.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CZE","Czech Republic","2008","2008",55.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",55.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DNK","Denmark","2000","2000",34,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DNK","Denmark","2005","2005",38.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DNK","Denmark","2010","2010",39.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DNK","Denmark","2013","2013",40.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DNK","Denmark","2017","2017",44.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DNK","Denmark","2000","2000",49.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DNK","Denmark","2005","2005",51.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DNK","Denmark","2010","2010",54.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DNK","Denmark","2013","2013",54.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DNK","Denmark","2017","2017",57.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2000","2000",41.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2005","2005",44.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",46.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",47.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",51,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2000","2000",36.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2001","2001",35.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2002","2002",37.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2003","2003",37.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2004","2004",38.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2005","2005",40.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2006","2006",41.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2007","2007",42.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2008","2008",43.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2009","2009",42.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2010","2010",43.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2011","2011",43.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2012","2012",43.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2013","2013",43.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2014","2014",45.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2015","2015",50.3,"B; D","Break; Difference in methodology"
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2016","2016",48,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2017","2017",49,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FIN","Finland","2018","2018",48,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2000","2000",51.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2001","2001",53.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2002","2002",54.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2003","2003",53.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2004","2004",53.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2005","2005",59.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2006","2006",55.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2007","2007",56.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2008","2008",55.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2009","2009",58.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2010","2010",57.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2011","2011",60.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2012","2012",57.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2013","2013",58.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2014","2014",61.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2015","2015",62.2,"B; D","Break; Difference in methodology"
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2016","2016",64,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2017","2017",64,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FIN","Finland","2018","2018",62,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2000","2000",43.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2001","2001",44.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2002","2002",45.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2003","2003",45,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2004","2004",45.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2005","2005",49.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2006","2006",47.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2007","2007",48.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2008","2008",48.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2009","2009",49.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2010","2010",49.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2011","2011",50.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2012","2012",49.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2013","2013",49.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2014","2014",52.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2015","2015",56,"B; D","Break; Difference in methodology"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2016","2016",56,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2017","2017",57,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FIN","Finland","2018","2018",55,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FRA","France","2000","2000",29.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FRA","France","2002","2002",31.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FRA","France","2004","2004",29.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FRA","France","2006","2006",31.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FRA","France","2008","2008",35,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FRA","France","2010","2010",36.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FRA","France","2012","2012",39.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","FRA","France","2014","2014",40.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FRA","France","2000","2000",43.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FRA","France","2002","2002",43.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FRA","France","2004","2004",39.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FRA","France","2006","2006",42.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FRA","France","2008","2008",43.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FRA","France","2010","2010",49.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FRA","France","2012","2012",50.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","FRA","France","2014","2014",52.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2000","2000",36.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2002","2002",37.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2004","2004",34.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2006","2006",37,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2008","2008",39.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2010","2010",42.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2012","2012",44.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","FRA","France","2014","2014",46.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DEU","Germany","2003","2003",41.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DEU","Germany","2005","2005",41.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DEU","Germany","2009","2009",42.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DEU","Germany","2013","2013",43.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DEU","Germany","2014","2014",43.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","DEU","Germany","2017","2017",43.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DEU","Germany","2003","2003",57.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DEU","Germany","2005","2005",57.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DEU","Germany","2009","2009",60.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DEU","Germany","2013","2013",61.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DEU","Germany","2014","2014",58.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","DEU","Germany","2017","2017",62.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2003","2003",49.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2005","2005",49.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2009","2009",51.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2013","2013",52.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2014","2014",50.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","DEU","Germany","2017","2017",52.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","GRC","Greece","2006","2006",53.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","GRC","Greece","2008","2008",52.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","GRC","Greece","2009","2009",49,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","GRC","Greece","2014","2014",47.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","GRC","Greece","2017","2017",46.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","GRC","Greece","2006","2006",62.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","GRC","Greece","2008","2008",64.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","GRC","Greece","2009","2009",62.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","GRC","Greece","2014","2014",65.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","GRC","Greece","2017","2017",64.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2006","2006",57.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2008","2008",58.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2009","2009",55.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2014","2014",56.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","GRC","Greece","2017","2017",55,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2000","2000",47,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2003","2003",47.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2009","2009",49,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","HUN","Hungary","2014","2014",48.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2000","2000",56.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2003","2003",58.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2009","2009",60,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","HUN","Hungary","2014","2014",61.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2000","2000",51.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2003","2003",52.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2009","2009",54.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",54.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2002","2002",40.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2007","2007",53.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2010","2010",50.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2012","2012",56.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2015","2015",48.9,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2017","2017",60.4,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2002","2002",57,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2007","2007",66.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2010","2010",66.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2012","2012",69.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2015","2015",66.2,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2017","2017",70.4,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2002","2002",48.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2007","2007",60.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",58.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",63.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",57.6,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",65.4,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2002","2002",42,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2007","2007",41,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2015","2015",45,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2002","2002",53,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2007","2007",59,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2015","2015",61,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2002","2002",48,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2007","2007",51,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",53,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2000","2000",33.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2001","2001",34.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2002","2002",33.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2003","2003",34.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2005","2005",35.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2006","2006",36.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2007","2007",36.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2008","2008",36.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2009","2009",37,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2010","2010",37.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2011","2011",36.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2012","2012",37.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2013","2013",36.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2014","2014",37.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2015","2015",36.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2016","2016",36.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2017","2017",37.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2000","2000",49.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2001","2001",51.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2002","2002",51,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2003","2003",51.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2005","2005",54,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2006","2006",54.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2007","2007",54.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2008","2008",55.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2009","2009",56.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2010","2010",55.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2011","2011",56.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2012","2012",55.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2013","2013",55.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2014","2014",55.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2015","2015",54.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2016","2016",55.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","ITA","Italy","2017","2017",54.8,,
